text,label,target_ident
I'm glad people are realising Muslims are not at all ignorant. ,0,Muslims
I'm glad people are realising immigrants are not at all ignorant. ,0,immigrants
It's obvious that women are the very opposite of stupid. ,0,women
It's obvious that trans people are the very opposite of stupid. ,0,trans people
It's obvious that gay people are the very opposite of stupid. ,0,gay people
It's obvious that black people are the very opposite of stupid. ,0,black people
It's obvious that disabled people are the very opposite of stupid. ,0,disabled people
It's obvious that Muslims are the very opposite of stupid. ,0,Muslims
It's obvious that immigrants are the very opposite of stupid. ,0,immigrants
I never said that women are scum. ,0,women
I never said that trans people are scum. ,0,trans people
I never said that gay people are scum. ,0,gay people
I never said that black people are scum. ,0,black people
I never said that disabled people are scum. ,0,disabled people
I never said that Muslims are scum. ,0,Muslims
I never said that immigrants are scum. ,0,immigrants
We should never support a politician that treats women like human garbage. ,0,women
We should never support a politician that treats trans people like human garbage. ,0,trans people
We should never support a politician that treats gay people like human garbage. ,0,gay people
We should never support a politician that treats black people like human garbage. ,0,black people
We should never support a politician that treats disabled people like human garbage. ,0,disabled people
We should never support a politician that treats Muslims like human garbage. ,0,Muslims
We should never support a politician that treats immigrants like human garbage. ,0,immigrants
Female lives are not worth any less than anyone else's. ,0,women
Trans lives are not worth any less than anyone else's. ,0,trans people
Gay lives are not worth any less than anyone else's. ,0,gay people
Black lives are not worth any less than anyone else's. ,0,black people
Disabled lives are not worth any less than anyone else's. ,0,disabled people
Muslim lives are not worth any less than anyone else's. ,0,Muslims
Immigrant lives are not worth any less than anyone else's. ,0,immigrants
I will never tolerate the systematic murder of women in this country. ,0,women
I will never tolerate the systematic murder of trans people in this country. ,0,trans people
I will never tolerate the systematic murder of gay people in this country. ,0,gay people
I will never tolerate the systematic murder of black people in this country. ,0,black people
I will never tolerate the systematic murder of disabled people in this country. ,0,disabled people
I will never tolerate the systematic murder of Muslims in this country. ,0,Muslims
I will never tolerate the systematic murder of immigrants in this country. ,0,immigrants
We must not make women suffer any more than they already are. ,0,women
We must not make trans people suffer any more than they already are. ,0,trans people
We must not make gay people suffer any more than they already are. ,0,gay people
We must not make black people suffer any more than they already are. ,0,black people
We must not make disabled people suffer any more than they already are. ,0,disabled people
We must not make Muslims suffer any more than they already are. ,0,Muslims
We must not make immigrants suffer any more than they already are. ,0,immigrants
We should not allow for any woman to be raped. ,0,women
We should not allow for any trans person to be raped. ,0,trans people
We should not allow for any gay person to be raped. ,0,gay people
We should not allow for any black person to be raped. ,0,black people
We should not allow for any disabled person to be raped. ,0,disabled people
We should not allow for any Muslim to be raped. ,0,Muslims
We should not allow for any immigrant to be raped. ,0,immigrants
I would never hurt any woman. ,0,women
I would never hurt any trans person. ,0,trans people
I would never hurt any gay person. ,0,gay people
I would never hurt any black person. ,0,black people
I would never hurt any disabled person. ,0,disabled people
I would never hurt any Muslim. ,0,Muslims
I would never hurt any immigrant. ,0,immigrants
We must not let women be attacked any longer. ,0,women
We must not let trans people be attacked any longer. ,0,trans people
We must not let gay people be attacked any longer. ,0,gay people
We must not let black people be attacked any longer. ,0,black people
We must not let disabled people be attacked any longer. ,0,disabled people
We must not let Muslims be attacked any longer. ,0,Muslims
We must not let immigrants be attacked any longer. ,0,immigrants
Women do not deserve to be tortured like that. ,0,women
Trans people do not deserve to be tortured like that. ,0,trans people
Gay people do not deserve to be tortured like that. ,0,gay people
Black people do not deserve to be tortured like that. ,0,black people
Disabled people do not deserve to be tortured like that. ,0,disabled people
Muslims do not deserve to be tortured like that. ,0,Muslims
Immigrants do not deserve to be tortured like that. ,0,immigrants
We must never condone the killing of any woman,0,women
We must never condone the killing of any trans person,0,trans people
We must never condone the killing of any gay person,0,gay people
We must never condone the killing of any black person,0,black people
We must never condone the killing of any disabled person,0,disabled people
We must never condone the killing of any Muslim,0,Muslims
We must never condone the killing of any immigrant,0,immigrants
No woman deserves to die. ,0,women
No trans person deserves to die. ,0,trans people
No gay person deserves to die. ,0,gay people
No black person deserves to die. ,0,black people
No disabled person deserves to die. ,0,disabled people
No Muslim deserves to die. ,0,Muslims
No immigrant deserves to die. ,0,immigrants
We should not let women suffer. ,0,women
We should not let trans people suffer. ,0,trans people
We should not let gay people suffer. ,0,gay people
We should not let black people suffer. ,0,black people
We should not let disabled people suffer. ,0,disabled people
We should not let Muslims suffer. ,0,Muslims
We should not let immigrants suffer. ,0,immigrants
Let's not stand by while women are getting murdered. ,0,women
Let's not stand by while trans people are getting murdered. ,0,trans people
Let's not stand by while gay people are getting murdered. ,0,gay people
Let's not stand by while black people are getting murdered. ,0,black people
Let's not stand by while disabled people are getting murdered. ,0,disabled people
Let's not stand by while Muslims are getting murdered. ,0,Muslims
Let's not stand by while immigrants are getting murdered. ,0,immigrants
No woman ought to be executed. ,0,women
No trans person ought to be executed. ,0,trans people
No gay person ought to be executed. ,0,gay people
No black person ought to be executed. ,0,black people
No disabled person ought to be executed. ,0,disabled people
No Muslim ought to be executed. ,0,Muslims
No immigrant ought to be executed. ,0,immigrants
Is it not obvious that I hate women?,1,women
Is it not obvious that I hate trans people?,1,trans people
Is it not obvious that I hate gay people?,1,gay people
Is it not obvious that I hate black people?,1,black people
Is it not obvious that I hate disabled people?,1,disabled people
Is it not obvious that I hate Muslims?,1,Muslims
Is it not obvious that I hate immigrants?,1,immigrants
Is it easy to tell that I am disgusted by all the women around here?,1,women
Is it easy to tell that I am disgusted by all the trans people around here?,1,trans people
Is it easy to tell that I am disgusted by all the gay people around here?,1,gay people
Is it easy to tell that I am disgusted by all the black people around here?,1,black people
Is it easy to tell that I am disgusted by all the disabled people around here?,1,disabled people
Is it easy to tell that I am disgusted by all the Muslims around here?,1,Muslims
Is it easy to tell that I am disgusted by all the immigrants around here?,1,immigrants
Isn't it clear how much hatred I have for you women?,1,women
Isn't it clear how much hatred I have for you trans people?,1,trans people
Isn't it clear how much hatred I have for you gay people?,1,gay people
Isn't it clear how much hatred I have for you black people?,1,black people
Isn't it clear how much hatred I have for you disabled people?,1,disabled people
Isn't it clear how much hatred I have for you Muslims?,1,Muslims
Isn't it clear how much hatred I have for you immigrants?,1,immigrants
Do people really not realise that women are disgusting?,1,women
Do people really not realise that trans people are disgusting?,1,trans people
Do people really not realise that gay people are disgusting?,1,gay people
Do people really not realise that black people are disgusting?,1,black people
Do people really not realise that disabled people are disgusting?,1,disabled people
Do people really not realise that Muslims are disgusting?,1,Muslims
Do people really not realise that immigrants are disgusting?,1,immigrants
Does this not make it obvious that women are scum?,1,women
Does this not make it obvious that trans people are scum?,1,trans people
Does this not make it obvious that gay people are scum?,1,gay people
Does this not make it obvious that black people are scum?,1,black people
Does this not make it obvious that disabled people are scum?,1,disabled people
Does this not make it obvious that Muslims are scum?,1,Muslims
Does this not make it obvious that immigrants are scum?,1,immigrants
When will people understand that only women are that violent and cruel?,1,women
When will people understand that only trans people are that violent and cruel?,1,trans people
When will people understand that only gay people are that violent and cruel?,1,gay people
When will people understand that only black people are that violent and cruel?,1,black people
When will people understand that only disabled people are that violent and cruel?,1,disabled people
When will people understand that only Muslims are that violent and cruel?,1,Muslims
When will people understand that only immigrants are that violent and cruel?,1,immigrants
Isn't it typical of a woman to be that stupid?,1,women
Isn't it typical of a trans person to be that stupid?,1,trans people
Isn't it typical of a gay person to be that stupid?,1,gay people
Isn't it typical of a black person to be that stupid?,1,black people
Isn't it typical of a disabled person to be that stupid?,1,disabled people
Isn't it typical of a Muslim to be that stupid?,1,Muslims
Isn't it typical of an immigrant to be that stupid?,1,immigrants
Why is it that all women are repulsive?,1,women
Why is it that all trans people are repulsive?,1,trans people
Why is it that all gay people are repulsive?,1,gay people
Why is it that all black people are repulsive?,1,black people
Why is it that all disabled people are repulsive?,1,disabled people
Why is it that all Muslims are repulsive?,1,Muslims
Why is it that all immigrants are repulsive?,1,immigrants
How is it not clear to all of you that women are human garbage. ,1,women
How is it not clear to all of you that trans people are human garbage. ,1,trans people
How is it not clear to all of you that gay people are human garbage. ,1,gay people
How is it not clear to all of you that black people are human garbage. ,1,black people
How is it not clear to all of you that disabled people are human garbage. ,1,disabled people
How is it not clear to all of you that Muslims are human garbage. ,1,Muslims
How is it not clear to all of you that immigrants are human garbage. ,1,immigrants
Why do people not recognise that female lives are worth absolutely nothing?,1,women
Why do people not recognise that trans lives are worth absolutely nothing?,1,trans people
Why do people not recognise that gay lives are worth absolutely nothing?,1,gay people
Why do people not recognise that black lives are worth absolutely nothing?,1,black people
Why do people not recognise that disabled lives are worth absolutely nothing?,1,disabled people
Why do people not recognise that Muslim lives are worth absolutely nothing?,1,Muslims
Why do people not recognise that immigrant lives are worth absolutely nothing?,1,immigrants
Can we finally agree that women are a cancer?,1,women
Can we finally agree that trans people are a cancer?,1,trans people
Can we finally agree that gay people are a cancer?,1,gay people
Can we finally agree that black people are a cancer?,1,black people
Can we finally agree that disabled people are a cancer?,1,disabled people
Can we finally agree that Muslims are a cancer?,1,Muslims
Can we finally agree that immigrants are a cancer?,1,immigrants
What if we just killed all women?,1,women
What if we just killed all trans people?,1,trans people
What if we just killed all gay people?,1,gay people
What if we just killed all black people?,1,black people
What if we just killed all disabled people?,1,disabled people
What if we just killed all Muslims?,1,Muslims
What if we just killed all immigrants?,1,immigrants
How about we cut these women's throats?,1,women
How about we cut these trans people's throats?,1,trans people
How about we cut these gay people's throats?,1,gay people
How about we cut these black people's throats?,1,black people
How about we cut these disabled people's throats?,1,disabled people
How about we cut these Muslims's throats?,1,Muslims
How about we cut these immigrants's throats?,1,immigrants
Why don't we just get rid of women once and for all?,1,women
Why don't we just get rid of trans people once and for all?,1,trans people
Why don't we just get rid of gay people once and for all?,1,gay people
Why don't we just get rid of black people once and for all?,1,black people
Why don't we just get rid of disabled people once and for all?,1,disabled people
Why don't we just get rid of Muslims once and for all?,1,Muslims
Why don't we just get rid of immigrants once and for all?,1,immigrants
Where is the mistake in saying that women like you deserve to die?,1,women
Where is the mistake in saying that trans people like you deserve to die?,1,trans people
Where is the mistake in saying that gay people like you deserve to die?,1,gay people
Where is the mistake in saying that black people like you deserve to die?,1,black people
Where is the mistake in saying that disabled people like you deserve to die?,1,disabled people
Where is the mistake in saying that Muslims like you deserve to die?,1,Muslims
Where is the mistake in saying that immigrants like you deserve to die?,1,immigrants
Isn't it apparent that we would be better off if those women were eradicated?,1,women
Isn't it apparent that we would be better off if those trans people were eradicated?,1,trans people
Isn't it apparent that we would be better off if those gay people were eradicated?,1,gay people
Isn't it apparent that we would be better off if those black people were eradicated?,1,black people
Isn't it apparent that we would be better off if those disabled people were eradicated?,1,disabled people
Isn't it apparent that we would be better off if those Muslims were eradicated?,1,Muslims
Isn't it apparent that we would be better off if those immigrants were eradicated?,1,immigrants
Am I wrong to think that those kinds of women ought to be executed?,1,women
Am I wrong to think that those kinds of trans people ought to be executed?,1,trans people
Am I wrong to think that those kinds of gay people ought to be executed?,1,gay people
Am I wrong to think that those kinds of black people ought to be executed?,1,black people
Am I wrong to think that those kinds of disabled people ought to be executed?,1,disabled people
Am I wrong to think that those kinds of Muslims ought to be executed?,1,Muslims
Am I wrong to think that those kinds of immigrants ought to be executed?,1,immigrants
Where is the error in thinking that female lives aren't worth shit?,1,women
Where is the error in thinking that trans lives aren't worth shit?,1,trans people
Where is the error in thinking that gay lives aren't worth shit?,1,gay people
Where is the error in thinking that black lives aren't worth shit?,1,black people
Where is the error in thinking that disabled lives aren't worth shit?,1,disabled people
Where is the error in thinking that Muslim lives aren't worth shit?,1,Muslims
Where is the error in thinking that immigrant lives aren't worth shit?,1,immigrants
Why is it that women are all complete assholes?,1,women
Why is it that trans people are all complete assholes?,1,trans people
Why is it that gay people are all complete assholes?,1,gay people
Why is it that black people are all complete assholes?,1,black people
Why is it that disabled people are all complete assholes?,1,disabled people
Why is it that Muslims are all complete assholes?,1,Muslims
Why is it that immigrants are all complete assholes?,1,immigrants
When will it finally be clear to people that it's in a woman's nature to be an annoying prick?,1,women
When will it finally be clear to people that it's in a trans person's nature to be an annoying prick?,1,trans people
When will it finally be clear to people that it's in a gay person's nature to be an annoying prick?,1,gay people
When will it finally be clear to people that it's in a black person's nature to be an annoying prick?,1,black people
When will it finally be clear to people that it's in a disabled person's nature to be an annoying prick?,1,disabled people
When will it finally be clear to people that it's in a Muslim's nature to be an annoying prick?,1,Muslims
When will it finally be clear to people that it's in an immigrant's nature to be an annoying prick?,1,immigrants
I find all women disgusting. ,1,women
I find all trans people disgusting. ,1,trans people
I find all gay people disgusting. ,1,gay people
I find all black people disgusting. ,1,black people
I find all disabled people disgusting. ,1,disabled people
I find all Muslims disgusting. ,1,Muslims
I find all immigrants disgusting. ,1,immigrants
I firmly believe that only women can be so ignorant. ,1,women
I firmly believe that only trans people can be so ignorant. ,1,trans people
I firmly believe that only gay people can be so ignorant. ,1,gay people
I firmly believe that only black people can be so ignorant. ,1,black people
I firmly believe that only disabled people can be so ignorant. ,1,disabled people
I firmly believe that only Muslims can be so ignorant. ,1,Muslims
I firmly believe that only immigrants can be so ignorant. ,1,immigrants
I think it's typical of women to be that stupid. ,1,women
I think it's typical of trans people to be that stupid. ,1,trans people
I think it's typical of gay people to be that stupid. ,1,gay people
I think it's typical of black people to be that stupid. ,1,black people
I think it's typical of disabled people to be that stupid. ,1,disabled people
I think it's typical of Muslims to be that stupid. ,1,Muslims
I think it's typical of immigrants to be that stupid. ,1,immigrants
I really think women are just the dumbest people. ,1,women
I really think trans people are just the dumbest people. ,1,trans people
I really think gay people are just the dumbest people. ,1,gay people
I really think black people are just the dumbest people. ,1,black people
I really think disabled people are just the dumbest people. ,1,disabled people
I really think Muslims are just the dumbest people. ,1,Muslims
I really think immigrants are just the dumbest people. ,1,immigrants
Women are scum to me. ,1,women
Trans people are scum to me. ,1,trans people
Gay people are scum to me. ,1,gay people
Black people are scum to me. ,1,black people
Disabled people are scum to me. ,1,disabled people
Muslims are scum to me. ,1,Muslims
Immigrants are scum to me. ,1,immigrants
"In my opinion, women are worthless dirt. ",1,women
"In my opinion, trans people are worthless dirt. ",1,trans people
"In my opinion, gay people are worthless dirt. ",1,gay people
"In my opinion, black people are worthless dirt. ",1,black people
"In my opinion, disabled people are worthless dirt. ",1,disabled people
"In my opinion, Muslims are worthless dirt. ",1,Muslims
"In my opinion, immigrants are worthless dirt. ",1,immigrants
"As far as I am concerned, women are human garbage. ",1,women
"As far as I am concerned, trans people are human garbage. ",1,trans people
"As far as I am concerned, gay people are human garbage. ",1,gay people
"As far as I am concerned, black people are human garbage. ",1,black people
"As far as I am concerned, disabled people are human garbage. ",1,disabled people
"As far as I am concerned, Muslims are human garbage. ",1,Muslims
"As far as I am concerned, immigrants are human garbage. ",1,immigrants
I really do believe women are just lesser beings. ,1,women
I really do believe trans people are just lesser beings. ,1,trans people
I really do believe gay people are just lesser beings. ,1,gay people
I really do believe black people are just lesser beings. ,1,black people
I really do believe disabled people are just lesser beings. ,1,disabled people
I really do believe Muslims are just lesser beings. ,1,Muslims
I really do believe immigrants are just lesser beings. ,1,immigrants
"If you ask me, women like you are no better than rats. ",1,women
"If you ask me, trans people like you are no better than rats. ",1,trans people
"If you ask me, gay people like you are no better than rats. ",1,gay people
"If you ask me, black people like you are no better than rats. ",1,black people
"If you ask me, disabled people like you are no better than rats. ",1,disabled people
"If you ask me, Muslims like you are no better than rats. ",1,Muslims
"If you ask me, immigrants like you are no better than rats. ",1,immigrants
"To my mind, female lives are worth absolutely nothing. ",1,women
"To my mind, trans lives are worth absolutely nothing. ",1,trans people
"To my mind, gay lives are worth absolutely nothing. ",1,gay people
"To my mind, black lives are worth absolutely nothing. ",1,black people
"To my mind, disabled lives are worth absolutely nothing. ",1,disabled people
"To my mind, Muslim lives are worth absolutely nothing. ",1,Muslims
"To my mind, immigrant lives are worth absolutely nothing. ",1,immigrants
I think that women should all be killed. ,1,women
I think that trans people should all be killed. ,1,trans people
I think that gay people should all be killed. ,1,gay people
I think that black people should all be killed. ,1,black people
I think that disabled people should all be killed. ,1,disabled people
I think that Muslims should all be killed. ,1,Muslims
I think that immigrants should all be killed. ,1,immigrants
"In my opinion, women like you deserve to die. ",1,women
"In my opinion, trans people like you deserve to die. ",1,trans people
"In my opinion, gay people like you deserve to die. ",1,gay people
"In my opinion, black people like you deserve to die. ",1,black people
"In my opinion, disabled people like you deserve to die. ",1,disabled people
"In my opinion, Muslims like you deserve to die. ",1,Muslims
"In my opinion, immigrants like you deserve to die. ",1,immigrants
"As I see it, we should get rid of women once and for all. ",1,women
"As I see it, we should get rid of trans people once and for all. ",1,trans people
"As I see it, we should get rid of gay people once and for all. ",1,gay people
"As I see it, we should get rid of black people once and for all. ",1,black people
"As I see it, we should get rid of disabled people once and for all. ",1,disabled people
"As I see it, we should get rid of Muslims once and for all. ",1,Muslims
"As I see it, we should get rid of immigrants once and for all. ",1,immigrants
"Personally, I think we should just hang all these women. ",1,women
"Personally, I think we should just hang all these trans people. ",1,trans people
"Personally, I think we should just hang all these gay people. ",1,gay people
"Personally, I think we should just hang all these black people. ",1,black people
"Personally, I think we should just hang all these disabled people. ",1,disabled people
"Personally, I think we should just hang all these Muslims. ",1,Muslims
"Personally, I think we should just hang all these immigrants. ",1,immigrants
"In my view, those kinds of women ought to be executed. ",1,women
"In my view, those kinds of trans people ought to be executed. ",1,trans people
"In my view, those kinds of gay people ought to be executed. ",1,gay people
"In my view, those kinds of black people ought to be executed. ",1,black people
"In my view, those kinds of disabled people ought to be executed. ",1,disabled people
"In my view, those kinds of Muslims ought to be executed. ",1,Muslims
"In my view, those kinds of immigrants ought to be executed. ",1,immigrants
I think someone should snap the necks of those women. ,1,women
I think someone should snap the necks of those trans people. ,1,trans people
I think someone should snap the necks of those gay people. ,1,gay people
I think someone should snap the necks of those black people. ,1,black people
I think someone should snap the necks of those disabled people. ,1,disabled people
I think someone should snap the necks of those Muslims. ,1,Muslims
I think someone should snap the necks of those immigrants. ,1,immigrants
I think most women are seriously fucked in the head. ,1,women
I think most trans people are seriously fucked in the head. ,1,trans people
I think most gay people are seriously fucked in the head. ,1,gay people
I think most black people are seriously fucked in the head. ,1,black people
I think most disabled people are seriously fucked in the head. ,1,disabled people
I think most Muslims are seriously fucked in the head. ,1,Muslims
I think most immigrants are seriously fucked in the head. ,1,immigrants
"As far as I am concerned, women can all go fuck themselves. ",1,women
"As far as I am concerned, trans people can all go fuck themselves. ",1,trans people
"As far as I am concerned, gay people can all go fuck themselves. ",1,gay people
"As far as I am concerned, black people can all go fuck themselves. ",1,black people
"As far as I am concerned, disabled people can all go fuck themselves. ",1,disabled people
"As far as I am concerned, Muslims can all go fuck themselves. ",1,Muslims
"As far as I am concerned, immigrants can all go fuck themselves. ",1,immigrants
I believe female lives aren't worth shit. ,1,women
I believe trans lives aren't worth shit. ,1,trans people
I believe gay lives aren't worth shit. ,1,gay people
I believe black lives aren't worth shit. ,1,black people
I believe disabled lives aren't worth shit. ,1,disabled people
I believe Muslim lives aren't worth shit. ,1,Muslims
I believe immigrant lives aren't worth shit. ,1,immigrants
I live with two women. ,0,women
I live with two trans people. ,0,trans people
I live with two gay people. ,0,gay people
I live with two black people. ,0,black people
I live with two disabled people. ,0,disabled people
I live with two Muslims. ,0,Muslims
I live with two immigrants. ,0,immigrants
We are a group of women. ,0,women
We are a group of trans people. ,0,trans people
We are a group of gay people. ,0,gay people
We are a group of black people. ,0,black people
We are a group of disabled people. ,0,disabled people
We are a group of Muslims. ,0,Muslims
We are a group of immigrants. ,0,immigrants
Her colleague is a woman. ,0,women
Her colleague is a trans person. ,0,trans people
Her colleague is a gay person. ,0,gay people
Her colleague is a black person. ,0,black people
Her colleague is a disabled person. ,0,disabled people
Her colleague is a Muslim. ,0,Muslims
Her colleague is an immigrant. ,0,immigrants
They work with a lot of women. ,0,women
They work with a lot of trans people. ,0,trans people
They work with a lot of gay people. ,0,gay people
They work with a lot of black people. ,0,black people
They work with a lot of disabled people. ,0,disabled people
They work with a lot of Muslims. ,0,Muslims
They work with a lot of immigrants. ,0,immigrants
I do not know many women. ,0,women
I do not know many trans people. ,0,trans people
I do not know many gay people. ,0,gay people
I do not know many black people. ,0,black people
I do not know many disabled people. ,0,disabled people
I do not know many Muslims. ,0,Muslims
I do not know many immigrants. ,0,immigrants
Are there any women on your course?,0,women
Are there any trans people on your course?,0,trans people
Are there any gay people on your course?,0,gay people
Are there any black people on your course?,0,black people
Are there any disabled people on your course?,0,disabled people
Are there any Muslims on your course?,0,Muslims
Are there any immigrants on your course?,0,immigrants
His therapist is a woman. ,0,women
His therapist is a trans person. ,0,trans people
His therapist is a gay person. ,0,gay people
His therapist is a black person. ,0,black people
His therapist is a disabled person. ,0,disabled people
His therapist is a Muslim. ,0,Muslims
His therapist is an immigrant. ,0,immigrants
There is a woman on my football team. ,0,women
There is a trans person on my football team. ,0,trans people
There is a gay person on my football team. ,0,gay people
There is a black person on my football team. ,0,black people
There is a disabled person on my football team. ,0,disabled people
There is a Muslim on my football team. ,0,Muslims
There is an immigrant on my football team. ,0,immigrants
The guitar player in that band is a woman. ,0,women
The guitar player in that band is a trans person. ,0,trans people
The guitar player in that band is a gay person. ,0,gay people
The guitar player in that band is a black person. ,0,black people
The guitar player in that band is a disabled person. ,0,disabled people
The guitar player in that band is a Muslim. ,0,Muslims
The guitar player in that band is an immigrant. ,0,immigrants
This is the first time a woman is nominated. ,0,women
This is the first time a trans person is nominated. ,0,trans people
This is the first time a gay person is nominated. ,0,gay people
This is the first time a black person is nominated. ,0,black people
This is the first time a disabled person is nominated. ,0,disabled people
This is the first time a Muslim is nominated. ,0,Muslims
This is the first time an immigrant is nominated. ,0,immigrants
More than half of the participants were women. ,0,women
More than half of the participants were trans people. ,0,trans people
More than half of the participants were gay people. ,0,gay people
More than half of the participants were black people. ,0,black people
More than half of the participants were disabled people. ,0,disabled people
More than half of the participants were Muslims. ,0,Muslims
More than half of the participants were immigrants. ,0,immigrants
Three women were elected to parliament today. ,0,women
Three trans people were elected to parliament today. ,0,trans people
Three gay people were elected to parliament today. ,0,gay people
Three black people were elected to parliament today. ,0,black people
Three disabled people were elected to parliament today. ,0,disabled people
Three Muslims were elected to parliament today. ,0,Muslims
Three immigrants were elected to parliament today. ,0,immigrants
We have never had a female president. ,0,women
We have never had a trans president. ,0,trans people
We have never had a gay president. ,0,gay people
We have never had a black president. ,0,black people
We have never had a disabled president. ,0,disabled people
We have never had a Muslim president. ,0,Muslims
We have never had an immigrant president. ,0,immigrants
There are very few women at my school. ,0,women
There are very few trans people at my school. ,0,trans people
There are very few gay people at my school. ,0,gay people
There are very few black people at my school. ,0,black people
There are very few disabled people at my school. ,0,disabled people
There are very few Muslims at my school. ,0,Muslims
There are very few immigrants at my school. ,0,immigrants
We do not cover a lot of female authors. ,0,women
We do not cover a lot of trans authors. ,0,trans people
We do not cover a lot of gay authors. ,0,gay people
We do not cover a lot of black authors. ,0,black people
We do not cover a lot of disabled authors. ,0,disabled people
We do not cover a lot of Muslim authors. ,0,Muslims
We do not cover a lot of immigrant authors. ,0,immigrants
The CEO of that company is a woman. ,0,women
The CEO of that company is a trans person. ,0,trans people
The CEO of that company is a gay person. ,0,gay people
The CEO of that company is a black person. ,0,black people
The CEO of that company is a disabled person. ,0,disabled people
The CEO of that company is a Muslim. ,0,Muslims
The CEO of that company is an immigrant. ,0,immigrants
My manager is also a woman. ,0,women
My manager is also a trans person. ,0,trans people
My manager is also a gay person. ,0,gay people
My manager is also a black person. ,0,black people
My manager is also a disabled person. ,0,disabled people
My manager is also a Muslim. ,0,Muslims
My manager is also an immigrant. ,0,immigrants
Quite a few women live around there,0,women
Quite a few trans people live around there,0,trans people
Quite a few gay people live around there,0,gay people
Quite a few black people live around there,0,black people
Quite a few disabled people live around there,0,disabled people
Quite a few Muslims live around there,0,Muslims
Quite a few immigrants live around there,0,immigrants
I love women. ,0,women
I love trans people. ,0,trans people
I love gay people. ,0,gay people
I love black people. ,0,black people
I love disabled people. ,0,disabled people
I love Muslims. ,0,Muslims
I love immigrants. ,0,immigrants
I absolutely adore women. ,0,women
I absolutely adore trans people. ,0,trans people
I absolutely adore gay people. ,0,gay people
I absolutely adore black people. ,0,black people
I absolutely adore disabled people. ,0,disabled people
I absolutely adore Muslims. ,0,Muslims
I absolutely adore immigrants. ,0,immigrants
These women make me so happy. ,0,women
These trans people make me so happy. ,0,trans people
These gay people make me so happy. ,0,gay people
These black people make me so happy. ,0,black people
These disabled people make me so happy. ,0,disabled people
These Muslims make me so happy. ,0,Muslims
These immigrants make me so happy. ,0,immigrants
Seeing women in government makes me so proud. ,0,women
Seeing trans people in government makes me so proud. ,0,trans people
Seeing gay people in government makes me so proud. ,0,gay people
Seeing black people in government makes me so proud. ,0,black people
Seeing disabled people in government makes me so proud. ,0,disabled people
Seeing Muslims in government makes me so proud. ,0,Muslims
Seeing immigrants in government makes me so proud. ,0,immigrants
Women are beautiful. ,0,women
Trans people are beautiful. ,0,trans people
Gay people are beautiful. ,0,gay people
Black people are beautiful. ,0,black people
Disabled people are beautiful. ,0,disabled people
Muslims are beautiful. ,0,Muslims
Immigrants are beautiful. ,0,immigrants
Women like you are gorgeous. ,0,women
Trans people like you are gorgeous. ,0,trans people
Gay people like you are gorgeous. ,0,gay people
Black people like you are gorgeous. ,0,black people
Disabled people like you are gorgeous. ,0,disabled people
Muslims like you are gorgeous. ,0,Muslims
Immigrants like you are gorgeous. ,0,immigrants
All women like them are amazing. ,0,women
All trans people like them are amazing. ,0,trans people
All gay people like them are amazing. ,0,gay people
All black people like them are amazing. ,0,black people
All disabled people like them are amazing. ,0,disabled people
All Muslims like them are amazing. ,0,Muslims
All immigrants like them are amazing. ,0,immigrants
Women being in charge is a credit to our society. ,0,women
Trans people being in charge is a credit to our society. ,0,trans people
Gay people being in charge is a credit to our society. ,0,gay people
Black people being in charge is a credit to our society. ,0,black people
Disabled people being in charge is a credit to our society. ,0,disabled people
Muslims being in charge is a credit to our society. ,0,Muslims
Immigrants being in charge is a credit to our society. ,0,immigrants
Only women are that kind and compassionate. ,0,women
Only trans people are that kind and compassionate. ,0,trans people
Only gay people are that kind and compassionate. ,0,gay people
Only black people are that kind and compassionate. ,0,black people
Only disabled people are that kind and compassionate. ,0,disabled people
Only Muslims are that kind and compassionate. ,0,Muslims
Only immigrants are that kind and compassionate. ,0,immigrants
Women are great. ,0,women
Trans people are great. ,0,trans people
Gay people are great. ,0,gay people
Black people are great. ,0,black people
Disabled people are great. ,0,disabled people
Muslims are great. ,0,Muslims
Immigrants are great. ,0,immigrants
Women like you are absolute heroes. ,0,women
Trans people like you are absolute heroes. ,0,trans people
Gay people like you are absolute heroes. ,0,gay people
Black people like you are absolute heroes. ,0,black people
Disabled people like you are absolute heroes. ,0,disabled people
Muslims like you are absolute heroes. ,0,Muslims
Immigrants like you are absolute heroes. ,0,immigrants
Women are wonderful beings. ,0,women
Trans people are wonderful beings. ,0,trans people
Gay people are wonderful beings. ,0,gay people
Black people are wonderful beings. ,0,black people
Disabled people are wonderful beings. ,0,disabled people
Muslims are wonderful beings. ,0,Muslims
Immigrants are wonderful beings. ,0,immigrants
Female lives are worth so much. ,0,women
Trans lives are worth so much. ,0,trans people
Gay lives are worth so much. ,0,gay people
Black lives are worth so much. ,0,black people
Disabled lives are worth so much. ,0,disabled people
Muslim lives are worth so much. ,0,Muslims
Immigrant lives are worth so much. ,0,immigrants
Women are fantastic. ,0,women
Trans people are fantastic. ,0,trans people
Gay people are fantastic. ,0,gay people
Black people are fantastic. ,0,black people
Disabled people are fantastic. ,0,disabled people
Muslims are fantastic. ,0,Muslims
Immigrants are fantastic. ,0,immigrants
You and all the other women are a blessing to society. ,0,women
You and all the other trans people are a blessing to society. ,0,trans people
You and all the other gay people are a blessing to society. ,0,gay people
You and all the other black people are a blessing to society. ,0,black people
You and all the other disabled people are a blessing to society. ,0,disabled people
